========================================================================
LOG: verify_migration
STARTED: Tue Apr 15 16:08:17 MDT 2025
USER: patricksmith
PID: 54679
========================================================================

[2025-04-15 16:08:17] [INFO] Starting script: verify_migration
[2025-04-15 16:08:17] [INFO] Description: Migration Verification
[2025-04-15 16:08:17] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop
[2025-04-15 16:08:17] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities
[2025-04-15 16:08:17] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities/scripts
[2025-04-15 16:08:17] [INFO] Starting migration verification...
[2025-04-15 16:08:17] [INFO] Checking for unmigrated content...
[2025-04-15 16:08:17] [INFO] Creating inventory of original markdown files...
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/implementation/migration-report.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/implementation/template-implementation-guide.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/implementation/vault-fix-report-20250410-075058.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/implementation/dataview-implementation-guide.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/PERFORMANCE-README.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/detailed-migration-implementation-plan.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/migration-execution-guide.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/organization-standards.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/recovery-successful.md
[2025-04-15 16:08:26] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/knowledge-graph-enhancement-guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/migration_completion_report.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/template-implementation-guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/vault_user_guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/yaml-frontmatter-standardization.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/vault_structure_guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/dataview-implementation-guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/yaml-frontmatter-guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/reference/automation-scripts-guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/reference/yaml-frontmatter-guide.md
[2025-04-15 16:08:27] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/docs/reference/tag-system.md
[2025-04-15 16:08:27] [WARNING] Found 455 frontmatter issues
[2025-04-15 16:08:27] [INFO] Generating verification report...
[2025-04-15 16:08:27] [SUCCESS] Verification report generated: /Users/patricksmith/obsidian/acupcakeshop/docs/migration_verification_report.md
[2025-04-15 16:08:27] [WARNING] Verification completed with issues

========================================================================
COMPLETED: Tue Apr 15 16:08:27 MDT 2025
STATUS: 1
========================================================================
[2025-04-15 16:08:27] [ERROR] Script completed with errors (status: 1).
[2025-04-15 16:08:27] [ERROR] Error occurred in verify_migration.sh:494: 'return "${status}"' (exit code: 1)
Stack trace:
  494 main /Users/patricksmith/obsidian/acupcakeshop/_utilities/scripts/verify_migration.sh
